Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request hour,,,,,,,,
6198,Airport,96,Trip Completed,42566.72,42566.76,17.00,,,,,,,,
569,Airport,97,Trip Completed,42562.44,42562.49,10.00,,,,,,,,
1626,Airport,97,Trip Completed,42563.29,42563.33,6.00,,,,,,,,
3505,City,97,Trip Completed,42564.73,42564.77,17.00,,,,,,,,
3758,City,97,Trip Completed,42564.86,42564.89,20.00,,,,,,,,
4649,City,97,Trip Completed,42565.49,42565.53,11.00,,,,,,,,
4745,Airport,97,Trip Completed,42565.63,42565.67,15.00,,,,,,,,
5354,Airport,97,Trip Completed,42565.96,42566.00,23.00,,,,,,,,
5953,City,97,Trip Completed,42566.45,42566.49,10.00,,,,,,,,
6577,City,97,Trip Completed,42566.89,42566.91,21.00,,,,,,,,
1565,Airport,98,Trip Completed,42563.26,42563.31,6.00,,,,,,,,
1973,Airport,98,Trip Completed,42563.51,42563.53,12.00,,,,,,,,
2363,Airport,98,Trip Completed,42563.81,42563.86,19.00,,,,,,,,
2994,City,98,Trip Completed,42564.30,42564.34,7.00,,,,,,,,
3201,Airport,98,Trip Completed,42564.40,42564.43,9.00,,,,,,,,
3511,City,98,Trip Completed,42564.73,42564.79,17.00,,,,,,,,
3956,Airport,98,Trip Completed,42564.95,42564.99,22.00,,,,,,,,
4359,City,98,Trip Completed,42565.31,42565.34,7.00,,,,,,,,
4798,City,98,Trip Completed,42565.70,42565.74,16.00,,,,,,,,
5955,Airport,98,Trip Completed,42566.45,42566.49,10.00,,,,,,,,
6117,Airport,98,Trip Completed,42566.64,42566.67,15.00,,,,,,,,
6252,City,98,Trip Completed,42566.75,42566.78,18.00,,,,,,,,
101,Airport,99,Trip Completed,42562.21,42562.26,5.00,,,,,,,,
351,City,99,Trip Completed,42562.33,42562.37,7.00,,,,,,,,
871,City,99,Trip Completed,42562.75,42562.78,17.00,,,,,,,,
1330,Airport,99,Trip Completed,42562.97,42563.01,23.00,,,,,,,,
3227,Airport,99,Trip Completed,42564.41,42564.44,9.00,,,,,,,,
4921,City,99,Trip Completed,42565.76,42565.81,18.00,,,,,,,,
5373,City,99,Trip Completed,42565.99,42566.01,23.00,,,,,,,,
6612,Airport,99,Trip Completed,42566.91,42566.94,21.00,,,,,,,,
50,City,100,Trip Completed,42562.14,42562.16,3.00,,,,,,,,
102,Airport,100,Trip Completed,42562.21,42562.23,5.00,,,,,,,,
211,City,100,Trip Completed,42562.26,42562.28,6.00,,,,,,,,
510,City,100,Trip Completed,42562.40,42562.46,9.00,,,,,,,,
1548,Airport,100,Trip Completed,42563.26,42563.30,6.00,,,,,,,,
2208,City,100,Trip Completed,42563.75,42563.79,17.00,,,,,,,,
4030,City,100,Trip Completed,42565.01,42565.03,0.00,,,,,,,,
4370,City,100,Trip Completed,42565.32,42565.34,7.00,,,,,,,,
5834,Airport,100,Trip Completed,42566.37,42566.42,8.00,,,,,,,,
639,City,101,Trip Completed,42562.52,42562.54,12.00,,,,,,,,
1451,Airport,101,Trip Completed,42563.20,42563.24,4.00,,,,,,,,
2335,City,101,Trip Completed,42563.80,42563.83,19.00,,,,,,,,
2572,Airport,101,Trip Completed,42563.90,42563.95,21.00,,,,,,,,
3326,Airport,101,Trip Completed,42564.52,42564.55,12.00,,,,,,,,
3916,City,101,Trip Completed,42564.92,42564.97,22.00,,,,,,,,
4514,City,101,Trip Completed,42565.39,42565.43,9.00,,,,,,,,
6604,City,101,Trip Completed,42566.90,42566.93,21.00,,,,,,,,
373,Airport,102,Trip Completed,42562.34,42562.39,8.00,,,,,,,,
1338,Airport,102,Trip Completed,42562.97,42563.00,23.00,,,,,,,,
1830,City,102,Trip Completed,42563.40,42563.45,9.00,,,,,,,,
2274,City,102,Trip Completed,42563.77,42563.81,18.00,,,,,,,,
3224,Airport,102,Trip Completed,42564.41,42564.44,9.00,,,,,,,,
5321,City,102,Trip Completed,42565.92,42565.95,22.00,,,,,,,,
5520,City,102,Trip Completed,42566.22,42566.25,5.00,,,,,,,,
5842,City,102,Trip Completed,42566.38,42566.41,9.00,,,,,,,,
6429,Airport,102,Trip Completed,42566.83,42566.86,19.00,,,,,,,,
6704,Airport,102,Trip Completed,42566.96,42567.00,22.00,,,,,,,,
2057,Airport,103,Trip Completed,42563.63,42563.65,15.00,,,,,,,,
3723,Airport,103,Trip Completed,42564.84,42564.87,20.00,,,,,,,,
4492,City,103,Trip Completed,42565.38,42565.42,9.00,,,,,,,,
5153,Airport,103,Trip Completed,42565.85,42565.90,20.00,,,,,,,,
6531,City,103,Trip Completed,42566.87,42566.89,20.00,,,,,,,,
521,City,104,Trip Completed,42562.41,42562.45,9.00,,,,,,,,
1850,City,104,Trip Completed,42563.41,42563.43,9.00,,,,,,,,
2851,Airport,104,Trip Completed,42564.23,42564.28,5.00,,,,,,,,
5380,Airport,104,Trip Completed,42565.99,42566.03,23.00,,,,,,,,
5917,Airport,104,Trip Completed,42566.42,42566.45,10.00,,,,,,,,
148,Airport,105,Trip Completed,42562.23,42562.28,5.00,,,,,,,,
1113,City,105,Trip Completed,42562.85,42562.87,20.00,,,,,,,,
1758,Airport,105,Trip Completed,42563.36,42563.39,8.00,,,,,,,,
2395,Airport,105,Trip Completed,42563.83,42563.87,19.00,,,,,,,,
2708,Airport,105,Trip Completed,42564.06,42564.11,1.00,,,,,,,,
2995,City,105,Trip Completed,42564.30,42564.34,7.00,,,,,,,,
3993,City,105,Trip Completed,42564.98,42565.01,23.00,,,,,,,,
4724,City,105,Trip Completed,42565.58,42565.60,13.00,,,,,,,,
5144,Airport,105,Trip Completed,42565.85,42565.89,20.00,,,,,,,,
5572,City,105,Trip Completed,42566.24,42566.28,5.00,,,,,,,,
5740,Airport,105,Trip Completed,42566.33,42566.37,7.00,,,,,,,,
5938,City,105,Trip Completed,42566.43,42566.46,10.00,,,,,,,,
6299,City,105,Trip Completed,42566.77,42566.80,18.00,,,,,,,,
6695,Airport,105,Trip Completed,42566.95,42567.00,22.00,,,,,,,,
507,Airport,106,Trip Completed,42562.40,42562.44,9.00,,,,,,,,
1135,Airport,106,Trip Completed,42562.86,42562.90,20.00,,,,,,,,
1479,City,106,Trip Completed,42563.22,42563.25,5.00,,,,,,,,
3275,City,106,Trip Completed,42564.44,42564.49,10.00,,,,,,,,
4078,City,106,Trip Completed,42565.09,42565.13,2.00,,,,,,,,
4176,Airport,106,Trip Completed,42565.22,42565.25,5.00,,,,,,,,
4776,City,106,Trip Completed,42565.68,42565.73,16.00,,,,,,,,
4899,Airport,106,Trip Completed,42565.75,42565.79,18.00,,,,,,,,
35,City,107,Trip Completed,42562.11,42562.13,2.00,,,,,,,,
161,Airport,107,Trip Completed,42562.23,42562.26,5.00,,,,,,,,
831,Airport,107,Trip Completed,42562.73,42562.76,17.00,,,,,,,,
1080,Airport,107,Trip Completed,42562.83,42562.86,19.00,,,,,,,,
2496,City,107,Trip Completed,42563.87,42563.90,20.00,,,,,,,,
3141,City,107,Trip Completed,42564.37,42564.39,8.00,,,,,,,,
3297,City,107,Trip Completed,42564.48,42564.51,11.00,,,,,,,,
3602,Airport,107,Trip Completed,42564.78,42564.80,18.00,,,,,,,,
4150,City,107,Trip Completed,42565.20,42565.24,4.00,,,,,,,,
4361,City,107,Trip Completed,42565.31,42565.35,7.00,,,,,,,,
4642,City,107,Trip Completed,42565.49,42565.53,11.00,,,,,,,,
4752,City,107,Trip Completed,42565.64,42565.67,15.00,,,,,,,,
4849,City,107,Trip Completed,42565.74,42565.78,17.00,,,,,,,,
6199,City,107,Trip Completed,42566.73,42566.76,17.00,,,,,,,,
241,City,108,Trip Completed,42562.27,42562.30,6.00,,,,,,,,
1339,Airport,108,Trip Completed,42562.98,42563.02,23.00,,,,,,,,
1454,City,108,Trip Completed,42563.20,42563.25,4.00,,,,,,,,
4342,City,108,Trip Completed,42565.30,42565.34,7.00,,,,,,,,
6766,City,108,Trip Completed,42566.00,42566.05,0.00,,,,,,,,
6213,City,108,Trip Completed,42566.73,42566.77,17.00,,,,,,,,
41,City,109,Trip Completed,42562.12,42562.14,2.00,,,,,,,,
279,Airport,109,Trip Completed,42562.29,42562.32,6.00,,,,,,,,
952,City,109,Trip Completed,42562.78,42562.80,18.00,,,,,,,,
1200,Airport,109,Trip Completed,42562.88,42562.94,21.00,,,,,,,,
1775,City,109,Trip Completed,42563.37,42563.41,8.00,,,,,,,,
1953,Airport,109,Trip Completed,42563.48,42563.53,11.00,,,,,,,,
3270,City,109,Trip Completed,42564.44,42564.46,10.00,,,,,,,,
3497,Airport,109,Trip Completed,42564.73,42564.77,17.00,,,,,,,,
3897,Airport,109,Trip Completed,42564.92,42564.94,22.00,,,,,,,,
4601,City,109,Trip Completed,42565.43,42565.45,10.00,,,,,,,,
4621,Airport,109,Trip Completed,42565.46,42565.49,11.00,,,,,,,,
5061,City,109,Trip Completed,42565.81,42565.84,19.00,,,,,,,,
5359,City,109,Trip Completed,42565.97,42566.02,23.00,,,,,,,,
6179,Airport,109,Trip Completed,42566.70,42566.76,16.00,,,,,,,,
469,Airport,110,Trip Completed,42562.39,42562.42,9.00,,,,,,,,
914,City,110,Trip Completed,42562.76,42562.79,18.00,,,,,,,,
1386,Airport,110,Trip Completed,42563.06,42563.11,1.00,,,,,,,,
1935,City,110,Trip Completed,42563.47,42563.51,11.00,,,,,,,,
3243,Airport,110,Trip Completed,42564.42,42564.45,10.00,,,,,,,,
3449,City,110,Trip Completed,42564.70,42564.72,16.00,,,,,,,,
4500,City,110,Trip Completed,42565.38,42565.42,9.00,,,,,,,,
5328,Airport,110,Trip Completed,42565.92,42565.95,22.00,,,,,,,,
5576,City,110,Trip Completed,42566.25,42566.27,5.00,,,,,,,,
6112,Airport,110,Trip Completed,42566.63,42566.68,15.00,,,,,,,,
6438,Airport,110,Trip Completed,42566.83,42566.86,19.00,,,,,,,,
707,Airport,111,Trip Completed,42562.60,42562.62,14.00,,,,,,,,
1136,Airport,111,Trip Completed,42562.86,42562.89,20.00,,,,,,,,
2961,Airport,111,Trip Completed,42564.28,42564.32,6.00,,,,,,,,
3428,City,111,Trip Completed,42564.66,42564.70,15.00,,,,,,,,
4045,Airport,111,Trip Completed,42565.04,42565.06,0.00,,,,,,,,
5399,City,111,Trip Completed,42566.04,42566.09,0.00,,,,,,,,
5730,City,111,Trip Completed,42566.33,42566.36,7.00,,,,,,,,
180,Airport,112,Trip Completed,42562.24,42562.27,5.00,,,,,,,,
1694,City,112,Trip Completed,42563.33,42563.37,7.00,,,,,,,,
2294,City,112,Trip Completed,42563.78,42563.83,18.00,,,,,,,,
3630,City,112,Trip Completed,42564.79,42564.83,18.00,,,,,,,,
3978,City,112,Trip Completed,42564.97,42564.99,23.00,,,,,,,,
4426,City,112,Trip Completed,42565.35,42565.38,8.00,,,,,,,,
5115,Airport,112,Trip Completed,42565.84,42565.88,20.00,,,,,,,,
5558,Airport,112,Trip Completed,42566.23,42566.25,5.00,,,,,,,,
5827,Airport,112,Trip Completed,42566.37,42566.40,8.00,,,,,,,,
6063,Airport,112,Trip Completed,42566.58,42566.60,13.00,,,,,,,,
6691,Airport,112,Trip Completed,42566.95,42567.00,22.00,,,,,,,,
170,City,113,Trip Completed,42562.24,42562.28,5.00,,,,,,,,
1326,Airport,113,Trip Completed,42562.96,42563.00,23.00,,,,,,,,
1476,City,113,Trip Completed,42563.22,42563.25,5.00,,,,,,,,
2937,Airport,113,Trip Completed,42564.27,42564.30,6.00,,,,,,,,
3973,City,113,Trip Completed,42564.96,42564.99,22.00,,,,,,,,
4644,City,113,Trip Completed,42565.49,42565.51,11.00,,,,,,,,
5086,Airport,113,Trip Completed,42565.82,42565.88,19.00,,,,,,,,
6572,Airport,113,Trip Completed,42566.88,42566.92,21.00,,,,,,,,
6755,Airport,113,Trip Completed,42567.00,42567.05,23.00,,,,,,,,
1483,City,114,Trip Completed,42563.22,42563.27,5.00,,,,,,,,
1844,City,114,Trip Completed,42563.40,42563.42,9.00,,,,,,,,
2120,Airport,114,Trip Completed,42563.70,42563.73,16.00,,,,,,,,
2411,City,114,Trip Completed,42563.84,42563.86,20.00,,,,,,,,
2903,Airport,114,Trip Completed,42564.25,42564.28,6.00,,,,,,,,
3289,City,114,Trip Completed,42564.46,42564.49,11.00,,,,,,,,
3859,Airport,114,Trip Completed,42564.90,42564.94,21.00,,,,,,,,
4313,City,114,Trip Completed,42565.28,42565.32,6.00,,,,,,,,
5325,City,114,Trip Completed,42565.92,42565.97,22.00,,,,,,,,
5906,City,114,Trip Completed,42566.41,42566.44,9.00,,,,,,,,
6049,City,114,Trip Completed,42566.56,42566.61,13.00,,,,,,,,
664,Airport,115,Trip Completed,42562.54,42562.59,12.00,,,,,,,,
750,City,115,Trip Completed,42562.66,42562.69,15.00,,,,,,,,
1950,City,115,Trip Completed,42563.48,42563.50,11.00,,,,,,,,
2989,Airport,115,Trip Completed,42564.30,42564.32,7.00,,,,,,,,
3266,Airport,115,Trip Completed,42564.44,42564.47,10.00,,,,,,,,
4358,Airport,115,Trip Completed,42565.31,42565.34,7.00,,,,,,,,
4720,Airport,115,Trip Completed,42565.58,42565.61,13.00,,,,,,,,
5019,City,115,Trip Completed,42565.80,42565.83,19.00,,,,,,,,
5925,City,115,Trip Completed,42566.42,42566.44,10.00,,,,,,,,
112,Airport,116,Trip Completed,42562.21,42562.25,5.00,,,,,,,,
213,City,116,Trip Completed,42562.26,42562.29,6.00,,,,,,,,
1818,Airport,116,Trip Completed,42563.40,42563.44,9.00,,,,,,,,
2018,Airport,116,Trip Completed,42563.57,42563.60,13.00,,,,,,,,
3231,Airport,116,Trip Completed,42564.42,42564.45,9.00,,,,,,,,
3378,Airport,116,Trip Completed,42564.60,42564.62,14.00,,,,,,,,
3896,City,116,Trip Completed,42564.91,42564.95,21.00,,,,,,,,
4828,City,116,Trip Completed,42565.73,42565.75,17.00,,,,,,,,
5944,City,116,Trip Completed,42566.43,42566.48,10.00,,,,,,,,
6245,Airport,116,Trip Completed,42566.75,42566.79,17.00,,,,,,,,
3957,City,117,Trip Completed,42564.95,42564.99,22.00,,,,,,,,
4066,Airport,117,Trip Completed,42565.08,42565.13,1.00,,,,,,,,
4691,City,117,Trip Completed,42565.54,42565.58,13.00,,,,,,,,
6153,Airport,117,Trip Completed,42566.68,42566.73,16.00,,,,,,,,
260,City,118,Trip Completed,42562.28,42562.33,6.00,,,,,,,,
1077,Airport,118,Trip Completed,42562.83,42562.86,19.00,,,,,,,,
1316,City,118,Trip Completed,42562.95,42562.99,22.00,,,,,,,,
1754,City,118,Trip Completed,42563.36,42563.40,8.00,,,,,,,,
2086,City,118,Trip Completed,42563.66,42563.69,15.00,,,,,,,,
3044,Airport,118,Trip Completed,42564.32,42564.35,7.00,,,,,,,,
3295,City,118,Trip Completed,42564.48,42564.51,11.00,,,,,,,,
3347,Airport,118,Trip Completed,42564.54,42564.58,12.00,,,,,,,,
3801,Airport,118,Trip Completed,42564.87,42564.90,20.00,,,,,,,,
4249,City,118,Trip Completed,42565.25,42565.29,6.00,,,,,,,,
5096,Airport,118,Trip Completed,42565.83,42565.87,19.00,,,,,,,,
5892,City,118,Trip Completed,42566.41,42566.45,9.00,,,,,,,,
6281,Airport,118,Trip Completed,42566.76,42566.81,18.00,,,,,,,,
6497,City,118,Trip Completed,42566.85,42566.89,20.00,,,,,,,,
13,City,119,Trip Completed,42562.05,42562.08,1.00,,,,,,,,
1907,City,119,Trip Completed,42563.44,42563.50,10.00,,,,,,,,
3074,City,119,Trip Completed,42564.34,42564.38,8.00,,,,,,,,
3441,City,119,Trip Completed,42564.69,42564.74,16.00,,,,,,,,
3651,City,119,Trip Completed,42564.80,42564.85,19.00,,,,,,,,
4093,City,119,Trip Completed,42565.13,42565.17,3.00,,,,,,,,
4339,City,119,Trip Completed,42565.30,42565.33,7.00,,,,,,,,
4753,City,119,Trip Completed,42565.64,42565.68,15.00,,,,,,,,
5933,City,119,Trip Completed,42566.43,42566.46,10.00,,,,,,,,
1184,City,120,Trip Completed,42562.88,42562.92,21.00,,,,,,,,
1402,Airport,120,Trip Completed,42563.12,42563.16,2.00,,,,,,,,
1597,City,120,Trip Completed,42563.28,42563.32,6.00,,,,,,,,
2702,City,120,Trip Completed,42564.05,42564.10,1.00,,,,,,,,
2996,City,120,Trip Completed,42564.30,42564.34,7.00,,,,,,,,
4857,Airport,120,Trip Completed,42565.73,42565.77,17.00,,,,,,,,
6661,City,120,Trip Completed,42566.93,42566.97,22.00,,,,,,,,
134,Airport,121,Trip Completed,42562.22,42562.26,5.00,,,,,,,,
598,City,121,Trip Completed,42562.48,42562.51,11.00,,,,,,,,
726,Airport,121,Trip Completed,42562.63,42562.67,15.00,,,,,,,,
832,Airport,121,Trip Completed,42562.73,42562.76,17.00,,,,,,,,
2065,City,121,Trip Completed,42563.63,42563.67,15.00,,,,,,,,
2701,Airport,121,Trip Completed,42564.04,42564.08,1.00,,,,,,,,
3429,City,121,Trip Completed,42564.67,42564.71,15.00,,,,,,,,
3645,City,121,Trip Completed,42564.80,42564.83,19.00,,,,,,,,
4958,City,121,Trip Completed,42565.78,42565.82,18.00,,,,,,,,
5474,City,121,Trip Completed,42566.20,42566.24,4.00,,,,,,,,
6088,City,121,Trip Completed,42566.60,42566.64,14.00,,,,,,,,
6714,Airport,121,Trip Completed,42566.97,42567.00,23.00,,,,,,,,
1024,Airport,122,Trip Completed,42562.81,42562.85,19.00,,,,,,,,
1452,City,122,Trip Completed,42563.20,42563.24,4.00,,,,,,,,
2507,City,122,Trip Completed,42563.88,42563.90,21.00,,,,,,,,
3052,Airport,122,Trip Completed,42564.32,42564.37,7.00,,,,,,,,
4702,Airport,122,Trip Completed,42565.55,42565.57,13.00,,,,,,,,
4830,Airport,122,Trip Completed,42565.72,42565.78,17.00,,,,,,,,
5920,Airport,122,Trip Completed,42566.42,42566.45,10.00,,,,,,,,
533,Airport,123,Trip Completed,42562.41,42562.46,9.00,,,,,,,,
1368,City,123,Trip Completed,42563.00,42563.03,0.00,,,,,,,,
2499,Airport,123,Trip Completed,42563.87,42563.92,20.00,,,,,,,,
2962,City,123,Trip Completed,42564.28,42564.33,6.00,,,,,,,,
3617,Airport,123,Trip Completed,42564.79,42564.84,18.00,,,,,,,,
5370,City,123,Trip Completed,42565.99,42566.02,23.00,,,,,,,,
47,City,124,Trip Completed,42562.14,42562.19,3.00,,,,,,,,
270,City,124,Trip Completed,42562.29,42562.33,6.00,,,,,,,,
1007,City,124,Trip Completed,42562.80,42562.82,19.00,,,,,,,,
2372,City,124,Trip Completed,42563.82,42563.84,19.00,,,,,,,,
3584,Airport,124,Trip Completed,42564.77,42564.82,18.00,,,,,,,,
4645,Airport,124,Trip Completed,42565.49,42565.54,11.00,,,,,,,,
5219,City,124,Trip Completed,42565.88,42565.92,21.00,,,,,,,,
5559,Airport,124,Trip Completed,42566.24,42566.29,5.00,,,,,,,,
631,Airport,125,Trip Completed,42562.51,42562.56,12.00,,,,,,,,
775,City,125,Trip Completed,42562.69,42562.73,16.00,,,,,,,,
1006,Airport,125,Trip Completed,42562.80,42562.82,19.00,,,,,,,,
1995,City,125,Trip Completed,42563.54,42563.58,12.00,,,,,,,,
2248,City,125,Trip Completed,42563.77,42563.79,18.00,,,,,,,,
2540,Airport,125,Trip Completed,42563.89,42563.92,21.00,,,,,,,,
3037,Airport,125,Trip Completed,42564.31,42564.35,7.00,,,,,,,,
3419,Airport,125,Trip Completed,42564.65,42564.67,15.00,,,,,,,,
3987,City,125,Trip Completed,42564.97,42565.00,23.00,,,,,,,,
4458,City,125,Trip Completed,42565.36,42565.41,8.00,,,,,,,,
4987,Airport,125,Trip Completed,42565.78,42565.83,18.00,,,,,,,,
5868,City,125,Trip Completed,42566.39,42566.44,9.00,,,,,,,,
6413,Airport,125,Trip Completed,42566.82,42566.85,19.00,,,,,,,,
6533,City,125,Trip Completed,42566.87,42566.89,20.00,,,,,,,,
90,Airport,126,Trip Completed,42562.20,42562.23,4.00,,,,,,,,
532,City,126,Trip Completed,42562.41,42562.47,9.00,,,,,,,,
1110,City,126,Trip Completed,42562.85,42562.90,20.00,,,,,,,,
1759,Airport,126,Trip Completed,42563.37,42563.41,8.00,,,,,,,,
2147,City,126,Trip Completed,42563.72,42563.77,17.00,,,,,,,,
3254,Airport,126,Trip Completed,42564.42,42564.46,10.00,,,,,,,,
3381,Airport,126,Trip Completed,42564.60,42564.64,14.00,,,,,,,,
3656,City,126,Trip Completed,42564.80,42564.86,19.00,,,,,,,,
3948,Airport,126,Trip Completed,42564.94,42564.97,22.00,,,,,,,,
4520,City,126,Trip Completed,42565.39,42565.43,9.00,,,,,,,,
4723,Airport,126,Trip Completed,42565.58,42565.61,13.00,,,,,,,,
5176,City,126,Trip Completed,42565.86,42565.90,20.00,,,,,,,,
6338,City,126,Trip Completed,42566.78,42566.83,18.00,,,,,,,,
6557,Airport,126,Trip Completed,42566.88,42566.90,21.00,,,,,,,,
504,City,127,Trip Completed,42562.40,42562.45,9.00,,,,,,,,
640,Airport,127,Trip Completed,42562.52,42562.57,12.00,,,,,,,,
1206,City,127,Trip Completed,42562.89,42562.93,21.00,,,,,,,,
1851,Airport,127,Trip Completed,42563.41,42563.46,9.00,,,,,,,,
2412,Airport,127,Trip Completed,42563.83,42563.87,19.00,,,,,,,,
3300,Airport,127,Trip Completed,42564.49,42564.53,11.00,,,,,,,,
3648,City,127,Trip Completed,42564.80,42564.83,19.00,,,,,,,,
6020,City,127,Trip Completed,42566.53,42566.56,12.00,,,,,,,,
6682,City,127,Trip Completed,42566.94,42566.96,22.00,,,,,,,,
878,City,128,Trip Completed,42562.76,42562.78,18.00,,,,,,,,
1014,Airport,128,Trip Completed,42562.80,42562.84,19.00,,,,,,,,
1628,Airport,128,Trip Completed,42563.30,42563.35,7.00,,,,,,,,
2416,City,128,Trip Completed,42563.84,42563.88,20.00,,,,,,,,
2974,Airport,128,Trip Completed,42564.28,42564.34,6.00,,,,,,,,
3273,Airport,128,Trip Completed,42564.44,42564.47,10.00,,,,,,,,
4210,City,128,Trip Completed,42565.23,42565.28,5.00,,,,,,,,
4454,City,128,Trip Completed,42565.36,42565.39,8.00,,,,,,,,
4732,Airport,128,Trip Completed,42565.59,42565.63,14.00,,,,,,,,
5024,City,128,Trip Completed,42565.80,42565.85,19.00,,,,,,,,
5799,Airport,128,Trip Completed,42566.36,42566.38,8.00,,,,,,,,
6676,Airport,128,Trip Completed,42566.93,42566.99,22.00,,,,,,,,
343,City,129,Trip Completed,42562.33,42562.37,7.00,,,,,,,,
1002,Airport,129,Trip Completed,42562.80,42562.83,19.00,,,,,,,,
1571,Airport,129,Trip Completed,42563.27,42563.32,6.00,,,,,,,,
1954,Airport,129,Trip Completed,42563.49,42563.51,11.00,,,,,,,,
3436,Airport,129,Trip Completed,42564.67,42564.71,16.00,,,,,,,,
5193,Airport,129,Trip Completed,42565.86,42565.90,20.00,,,,,,,,
5555,City,129,Trip Completed,42566.24,42566.27,5.00,,,,,,,,
5674,Airport,129,Trip Completed,42566.30,42566.32,7.00,,,,,,,,
6596,City,129,Trip Completed,42566.90,42566.93,21.00,,,,,,,,
123,City,130,Trip Completed,42562.22,42562.26,5.00,,,,,,,,
479,Airport,130,Trip Completed,42562.39,42562.45,9.00,,,,,,,,
657,City,130,Trip Completed,42562.54,42562.57,12.00,,,,,,,,
975,Airport,130,Trip Completed,42562.79,42562.84,18.00,,,,,,,,
1307,Airport,130,Trip Completed,42562.95,42562.96,22.00,,,,,,,,
1672,City,130,Trip Completed,42563.32,42563.34,7.00,,,,,,,,
1942,Airport,130,Trip Completed,42563.48,42563.52,11.00,,,,,,,,
3382,City,130,Trip Completed,42564.60,42564.64,14.00,,,,,,,,
4284,Airport,130,Trip Completed,42565.27,42565.30,6.00,,,,,,,,
6734,Airport,130,Trip Completed,42566.98,42567.02,23.00,,,,,,,,
281,City,131,Trip Completed,42562.29,42562.34,7.00,,,,,,,,
1902,City,131,Trip Completed,42563.44,42563.49,10.00,,,,,,,,
2691,Airport,131,Trip Completed,42564.03,42564.07,0.00,,,,,,,,
4430,City,131,Trip Completed,42565.35,42565.37,8.00,,,,,,,,
4779,City,131,Trip Completed,42565.69,42565.71,16.00,,,,,,,,
5097,City,131,Trip Completed,42565.83,42565.87,19.00,,,,,,,,
405,City,132,Trip Completed,42562.35,42562.40,8.00,,,,,,,,
585,City,132,Trip Completed,42562.47,42562.50,11.00,,,,,,,,
729,Airport,132,Trip Completed,42562.63,42562.66,15.00,,,,,,,,
1046,Airport,132,Trip Completed,42562.81,42562.84,19.00,,,,,,,,
1663,Airport,132,Trip Completed,42563.31,42563.35,7.00,,,,,,,,
4027,City,132,Trip Completed,42564.01,42564.06,0.00,,,,,,,,
2876,City,132,Trip Completed,42564.24,42564.27,5.00,,,,,,,,
3767,Airport,132,Trip Completed,42564.86,42564.88,20.00,,,,,,,,
5948,City,132,Trip Completed,42566.44,42566.48,10.00,,,,,,,,
6027,Airport,132,Trip Completed,42566.53,42566.57,12.00,,,,,,,,
701,City,133,Trip Completed,42562.58,42562.63,14.00,,,,,,,,
1529,City,133,Trip Completed,42563.25,42563.28,5.00,,,,,,,,
2060,Airport,133,Trip Completed,42563.63,42563.65,15.00,,,,,,,,
2262,City,133,Trip Completed,42563.77,42563.79,18.00,,,,,,,,
4425,City,133,Trip Completed,42565.35,42565.37,8.00,,,,,,,,
4710,City,133,Trip Completed,42565.56,42565.58,13.00,,,,,,,,
5732,Airport,133,Trip Completed,42566.32,42566.35,7.00,,,,,,,,
142,City,134,Trip Completed,42562.23,42562.26,5.00,,,,,,,,
430,City,134,Trip Completed,42562.37,42562.41,8.00,,,,,,,,
612,Airport,134,Trip Completed,42562.49,42562.53,11.00,,,,,,,,
927,Airport,134,Trip Completed,42562.77,42562.79,18.00,,,,,,,,
1010,City,134,Trip Completed,42562.80,42562.84,19.00,,,,,,,,
1845,Airport,134,Trip Completed,42563.40,42563.45,9.00,,,,,,,,
2234,Airport,134,Trip Completed,42563.76,42563.79,18.00,,,,,,,,
2633,Airport,134,Trip Completed,42563.93,42563.96,22.00,,,,,,,,
4012,Airport,134,Trip Completed,42565.00,42565.03,23.00,,,,,,,,
5039,City,134,Trip Completed,42565.81,42565.83,19.00,,,,,,,,
6760,Airport,134,Trip Completed,42566.00,42566.03,0.00,,,,,,,,
5681,City,134,Trip Completed,42566.30,42566.33,7.00,,,,,,,,
6253,Airport,134,Trip Completed,42566.75,42566.79,18.00,,,,,,,,
6558,Airport,134,Trip Completed,42566.88,42566.92,21.00,,,,,,,,
565,City,135,Trip Completed,42562.43,42562.48,10.00,,,,,,,,
599,Airport,135,Trip Completed,42562.48,42562.53,11.00,,,,,,,,
1772,Airport,135,Trip Completed,42563.37,42563.40,8.00,,,,,,,,
3357,Airport,135,Trip Completed,42564.56,42564.59,13.00,,,,,,,,
4408,City,135,Trip Completed,42565.34,42565.36,8.00,,,,,,,,
1363,Airport,136,Trip Completed,42562.00,42562.05,0.00,,,,,,,,
625,Airport,136,Trip Completed,42562.50,42562.55,12.00,,,,,,,,
1636,Airport,136,Trip Completed,42563.30,42563.32,7.00,,,,,,,,
2253,Airport,136,Trip Completed,42563.77,42563.81,18.00,,,,,,,,
3471,Airport,136,Trip Completed,42564.72,42564.77,17.00,,,,,,,,
4402,City,136,Trip Completed,42565.34,42565.38,8.00,,,,,,,,
458,Airport,137,Trip Completed,42562.38,42562.43,9.00,,,,,,,,
681,City,137,Trip Completed,42562.56,42562.60,13.00,,,,,,,,
1084,Airport,137,Trip Completed,42562.83,42562.86,19.00,,,,,,,,
1896,Airport,137,Trip Completed,42563.43,42563.48,10.00,,,,,,,,
3132,Airport,137,Trip Completed,42564.36,42564.41,8.00,,,,,,,,
